TrainLen,HorizonUsed,MAE,RMSE,sMAPE(%),MASE,skill,freq,note
9,7,122.71468628307964,178.01405159954405,130.6852296819901,0.7994442103132224,Writing/Editing,D,
9,7,150.02970267639589,215.82081673223078,152.74802984440942,0.9120346667258109,Quality Assurance,D,
9,7,470.6870238283865,694.1156193628025,164.45700719478094,0.8560539990816365,Accounting/Auditing,D,
9,7,1145.4633868131089,1681.503386505072,157.80920184763758,0.8247666291706053,Engineering,D,
9,7,2297.666782050824,3347.0555212428817,153.41600812352212,0.8680813986716797,Information Technology,D,
